iter	RMSE
515	736.2087978
516	736.137691
517	736.0638983
518	736.0093273
519	735.9636606
520	735.8982482
521	735.8229862
522	735.7674524
523	735.7123576
524	735.6553573
525	735.6169594
526	735.5506458
527	735.5184377
528	735.4756882
529	735.4096295
530	735.3481596
531	735.2779604
532	735.2212129
533	735.1774945
534	735.1123261
535	735.0573685
536	735.0011225
537	734.952023
538	734.892745
539	734.8366678
540	734.77603
541	734.7014466
542	734.6280679
543	734.5846419
544	734.537238
545	734.4798403
546	734.4047157
547	734.3520366
548	734.2878252
549	734.2281193
550	734.1848529
551	734.1116258
552	734.0623946
553	733.9977665
554	733.9315236
555	733.8888407
556	733.8141212
557	733.7526977
558	733.695077
559	733.6195404
560	733.5647871
561	733.5193684
562	733.4414499
563	733.4026116
564	733.3477436
565	733.301406
566	733.2651175
567	733.2046361
568	733.1398493
569	733.088287
570	733.0467876
571	732.9987248
572	732.9690851
573	732.9074923
574	732.8607606
575	732.8063611
576	732.7571991
577	732.6996908
578	732.6483231
579	732.592817
580	732.5407275
581	732.510976
582	732.4404649
583	732.3878483
584	732.3512061
585	732.3087343
586	732.2513797
587	732.1826412
588	732.1189057
589	732.0460049
590	731.9770872
591	731.9300291
592	731.872566
593	731.8231774
594	731.7441612
595	731.6787951
596	731.6312432
597	731.5628904
598	731.5092187
599	731.4429699
600	731.4058258
601	731.3652712
602	731.3133946
603	731.264582
604	731.2007871
605	731.1263143
606	731.0895629
607	731.0135013
608	730.9343086
609	730.8924535
610	730.8340477
611	730.7891861
612	730.7455294
613	730.7036225
614	730.643615
615	730.5992416
616	730.5386011
617	730.4860264
618	730.4105047
619	730.3517114
620	730.2745227
621	730.2211095
622	730.1849859
623	730.1648288
624	730.1157419
625	730.0733762
626	730.0193143
627	729.955097
628	729.8979143
629	729.8349318
630	729.8044558
631	729.7322387
632	729.6830589
633	729.6332083
634	729.5679069
635	729.5187729
636	729.4570489
637	729.4037453
638	729.349847
639	729.2910863
640	729.2466305
641	729.1855255
642	729.1328112
643	729.0764185
644	729.0344847
645	728.9787015
646	728.9103622
647	728.8743729
648	728.8107366
649	728.7494607
650	728.6953808
651	728.6420621
652	728.5964261
653	728.551611
654	728.4853208
655	728.4369976
656	728.3862359
657	728.3369858
658	728.2952153
659	728.2452718
660	728.151385
661	728.0866604
662	728.0433457
663	727.9849243
664	727.9239192
665	727.8555467
666	727.7928215
667	727.7521984
668	727.7083488
669	727.6668991
670	727.6161906
671	727.5725378
672	727.5089714
673	727.4606712
674	727.4109376
675	727.3446598
676	727.2970502
677	727.2467386
678	727.1800269
679	727.1430759
680	727.0872486
681	727.0502299
682	726.9811517
683	726.9134641
684	726.8706199
685	726.8280034
686	726.7908023
687	726.7215711
688	726.6433628
689	726.5866053
690	726.524662
691	726.4614121
692	726.4249361
693	726.3577997
694	726.3228418
695	726.270007
696	726.2005434
697	726.1454813
698	726.0993011
699	726.0484492
700	726.0095247
701	725.9698512
702	725.9145526
703	725.8618271
704	725.8215658
705	725.7835703
706	725.7564542
707	725.7074791
708	725.672271
709	725.6296714
710	725.5799668
711	725.5130028
712	725.4600884
713	725.4009602
714	725.352137
715	725.3253183
716	725.2547792
717	725.2216618
718	725.1935847
719	725.1486116
720	725.0769776
721	725.0216484
722	724.9687924
723	724.9018235
724	724.8313919
725	724.7630262
726	724.7353532
727	724.6845729
728	724.6240084
729	724.559684
730	724.5069424
731	724.4702054
732	724.4217534
733	724.3683784
734	724.3163709
735	724.2706325
736	724.2308928
737	724.1807751
738	724.1304327
739	724.0955024
740	724.0598611
741	724.0117254
742	723.9570646
743	723.9093203
744	723.8819417
745	723.8152397
746	723.7593742
747	723.7210305
748	723.6511308
749	723.6208603
750	723.574929
751	723.5293366
752	723.4745863
753	723.429272
754	723.3843937
755	723.3238246
756	723.291024
757	723.2473801
758	723.1914652
759	723.1557738
760	723.127257
761	723.0787121
762	723.0301764
763	722.9811343
764	722.9299961
765	722.8959978
766	722.8445784
767	722.788881
768	722.737738
769	722.6759865
770	722.6099993
771	722.5540946
772	722.4902833
773	722.436023
774	722.3947386
775	722.3556145
776	722.3150962
777	722.2408228
778	722.2011531
779	722.1383664
780	722.0806443
781	722.0619666
782	722.0188197
783	721.9688954
784	721.9155955
785	721.8817689
786	721.8252063
787	721.7872682
788	721.7218892
789	721.6883041
790	721.6556355
791	721.6056464
792	721.5675344
793	721.4933367
794	721.4430306
795	721.4085259
796	721.3563064
797	721.2997661
798	721.2455316
799	721.190141
800	721.147076
801	721.1006448
802	721.0569704
803	721.015861
804	720.9587512
805	720.9391081
806	720.879453
807	720.821223
808	720.7746624
809	720.7227487
810	720.6775605
811	720.6293041
812	720.5878613
813	720.5539174
814	720.4964271
815	720.4428568
816	720.396054
817	720.3516579
818	720.3121912
819	720.254415
820	720.180857
821	720.1277293
822	720.0734369
823	720.0095585
824	719.9524172
825	719.9140772
826	719.8693548
827	719.8399741
828	719.7959061
829	719.7431285
830	719.7120282
831	719.6784126
832	719.6445282
833	719.574124
834	719.4959092
835	719.45443
836	719.4119532
837	719.376703
838	719.3145622
839	719.2586309
840	719.2047433
841	719.176143
842	719.1322223
843	719.0610804
844	719.0182323
845	718.9812085
846	718.937858
847	718.910306
848	718.8437856
849	718.7998884
850	718.750442
851	718.7059796
852	718.6583525
853	718.6123079
854	718.560284
855	718.5160324
856	718.4742947
857	718.403748
858	718.3517952
859	718.3244936
860	718.2672607
861	718.2194361
862	718.1502423
863	718.0934778
864	718.0311251
865	717.9689401
866	717.9135715
867	717.8801957
868	717.8389208
869	717.8094611
870	717.7626991
871	717.7290619
872	717.6859873
873	717.649931
874	717.5976147
875	717.5445546
876	717.4935124
877	717.424839
878	717.3675996
879	717.3008541
880	717.2508968
881	717.2094588
882	717.1454683
883	717.1253271
884	717.0633122
885	717.0487012
886	717.0146575
887	716.9692986
888	716.9055014
889	716.8610484
890	716.8393615
891	716.7989285
892	716.7392309
893	716.6661128
894	716.6220429
895	716.5752951
896	716.5405863
897	716.5084523
898	716.4508377
899	716.3786734
900	716.3232476
901	716.2676955
902	716.2274637
903	716.1851222
904	716.1147355
905	716.0583805
906	716.0160986
907	715.9607083
908	715.9299805
909	715.8829169
910	715.8194673
911	715.771461
912	715.7267069
913	715.6901382
914	715.6247434
915	715.5690604
916	715.5250932
917	715.4703045
918	715.4285606
919	715.3742399
920	715.3325692
921	715.2670072
922	715.2356505
923	715.1759741
924	715.1059328
925	715.0422545
926	715.0032897
927	714.9413999
928	714.8950723
929	714.8431948
930	714.7957359
931	714.7466409
932	714.6913192
933	714.6260458
934	714.5788381
935	714.5299984
936	714.4905886
937	714.437728
938	714.3895291
939	714.3293442
940	714.2968768
941	714.2632908
942	714.2071624
943	714.1533296
944	714.1156542
945	714.0733077
946	714.0385267
947	714.0006848
948	713.9356942
949	713.9010289
950	713.8614785
951	713.7960538
952	713.7483326
953	713.6794958
954	713.6257074
955	713.5663102
956	713.5073001
957	713.4690217
958	713.4292486
959	713.4013874
960	713.3417385
961	713.2703471
962	713.2194669
963	713.1755401
964	713.1341743
965	713.0973658
966	713.0553545
967	713.0075207
968	712.961654
969	712.9207898
970	712.8811814
971	712.8383306
972	712.8068489
973	712.76425
974	712.7328675
975	712.6624809
976	712.6205892
977	712.5885556
978	712.5464397
979	712.5220016
980	712.4948159
981	712.4433955
982	712.4056538
983	712.3519997
984	712.3196593
985	712.25695
986	712.2063321
987	712.1371795
988	712.0818354
989	712.0491182
990	712.0172353
991	711.9794456
992	711.937586
993	711.9012945
994	711.8717089
995	711.8372532
996	711.7888694
997	711.751088
998	711.6996023
999	711.6361308
1000	711.5884218
1001	711.5241974
1002	711.4673889
1003	711.4179269
1004	711.3888293
1005	711.3580833
1006	711.305496
1007	711.2690288
1008	711.2321856
1009	711.1808855
1010	711.1259197
1011	711.0690846
1012	711.0218821
1013	710.976997
1014	710.9303772
1015	710.898173
1016	710.8774113
1017	710.8287593
1018	710.7906498
1019	710.7655674
1020	710.7004401
1021	710.6651572
1022	710.613723
1023	710.5528616
1024	710.5195128
1025	710.4630418
1026	710.4218261
1027	710.3891513
1028	710.3318424
1029	710.2677717
1030	710.2169828
1031	710.1639251
1032	710.1113539
1033	710.0838863
1034	710.0382716
1035	709.9951819
1036	709.9393321
1037	709.9066488
1038	709.8754025
1039	709.8370943
1040	709.7856716
1041	709.7372952
1042	709.6830262
1043	709.6270784
1044	709.578412
1045	709.5415733
1046	709.504287
1047	709.4650369
1048	709.4263348
1049	709.3678237
1050	709.3378572
1051	709.2885385
1052	709.2396034
1053	709.2174155
1054	709.1773411
1055	709.1569881
1056	709.1175928
1057	709.0526117
1058	709.0101287
1059	708.9647532
1060	708.9204706
1061	708.8851394
1062	708.8492691
1063	708.8207171
1064	708.7862779
1065	708.7403425
1066	708.7103796
1067	708.6712518
1068	708.6255003
1069	708.5632248
1070	708.5130947
1071	708.4736083
1072	708.4359059
1073	708.3910475
1074	708.3429892
1075	708.298432
1076	708.2434069
1077	708.2057027
1078	708.1544587
1079	708.1280057
1080	708.0841671
1081	708.0411517
1082	707.9959906
1083	707.9584455
1084	707.9222017
1085	707.8826021
1086	707.8278606
1087	707.7691309
1088	707.7303005
1089	707.6870549
1090	707.6626846
1091	707.6265499
1092	707.5710963
1093	707.5366813
1094	707.504727
1095	707.476695
1096	707.4176923
1097	707.3749433
1098	707.3452033
1099	707.3213245
1100	707.2875552
1101	707.2186816
1102	707.1770677
1103	707.1362368
1104	707.093784
1105	707.0493127
1106	707.0117762
1107	706.9702881
1108	706.9319057
1109	706.8961717
1110	706.8464059
1111	706.809502
1112	706.7573052
1113	706.7064892
1114	706.6485026
1115	706.5800654
1116	706.5417635
1117	706.4958041
1118	706.4444347
1119	706.3959707
1120	706.3511495
1121	706.3073739
1122	706.2757344
1123	706.2305182
1124	706.1926553
1125	706.138646
1126	706.0794026
1127	706.0412165
1128	706.0175996
1129	705.9949627
1130	705.9512408
1131	705.905479
1132	705.8422975
1133	705.7914379
1134	705.7306954
1135	705.6865322
1136	705.6522708
1137	705.6256229
1138	705.5980551
1139	705.5452817
1140	705.4945711
1141	705.4607196
1142	705.4457436
1143	705.401247
1144	705.3802843
1145	705.3565827
1146	705.3057314
1147	705.2652504
1148	705.2270783
1149	705.1789494
1150	705.1512203
1151	705.1064668
1152	705.0695578
1153	705.0376691
1154	705.0083119
1155	704.9728902
1156	704.9347067
1157	704.9024672
1158	704.8544228
1159	704.8301995
1160	704.7947818
1161	704.7653997
1162	704.73023
1163	704.6946499
1164	704.6580458
1165	704.6176824
1166	704.5583989
1167	704.507522
1168	704.4663129
1169	704.4392317
1170	704.3990266
1171	704.3589851
1172	704.3372084
1173	704.3135482
1174	704.2695278
1175	704.2463523
1176	704.2082969
1177	704.1842455
1178	704.1280187
1179	704.0812748
1180	704.0266065
1181	703.9784602
1182	703.9363545
1183	703.8984547
1184	703.8517597
1185	703.7938153
1186	703.7619224
1187	703.7192937
1188	703.6795179
1189	703.6416081
1190	703.6078377
1191	703.5711105
1192	703.5091666
1193	703.4736184
1194	703.4436093
1195	703.4133685
1196	703.3721136
1197	703.3231234
1198	703.2845408
1199	703.248139
1200	703.2152357
1201	703.1649644
1202	703.1078269
1203	703.0733835
1204	703.0228596
1205	702.967594
1206	702.919044
1207	702.8841797
1208	702.8367227
1209	702.7808854
1210	702.7448318
1211	702.7013375
1212	702.6533626
1213	702.5984025
1214	702.5758937
1215	702.5339965
1216	702.5214827
1217	702.464248
1218	702.4243068
1219	702.3763681
1220	702.3308362
1221	702.284367
1222	702.2430816
1223	702.1927954
1224	702.1478687
1225	702.1215203
1226	702.0854897
1227	702.0569417
1228	702.0135102
1229	701.9701215
1230	701.9385901
1231	701.8924072
1232	701.852557
1233	701.8169991
1234	701.7803515
1235	701.7301723
1236	701.7173338
1237	701.6748173
1238	701.6472712
1239	701.6123161
1240	701.5780019
1241	701.5435876
1242	701.5064156
1243	701.4570162
1244	701.4253586
1245	701.3975036
1246	701.3332598
1247	701.3009631
1248	701.2532931
1249	701.2213622
1250	701.1927831
1251	701.1504643
1252	701.1094388
1253	701.0634932
1254	701.0056829
1255	700.9692698
1256	700.9319748
1257	700.8968763
1258	700.8596706
1259	700.8292299
1260	700.7948165
1261	700.7485119
1262	700.6891108
1263	700.6595275
1264	700.6238132
1265	700.5899857
1266	700.5417138
1267	700.4999313
1268	700.4598616
1269	700.4251531
1270	700.3998741
1271	700.3683423
1272	700.3323154
1273	700.2851522
1274	700.2299591
1275	700.1875313
1276	700.141977
1277	700.1235137
1278	700.0737431
1279	700.0341574
1280	699.9863065
1281	699.9516513
1282	699.9135724
1283	699.8774121
1284	699.8319382
1285	699.7742177
1286	699.7466197
1287	699.7126643
1288	699.6828348
1289	699.6503747
1290	699.6185187
1291	699.5675588
1292	699.5233703
1293	699.4961056
1294	699.4591942
1295	699.4121437
1296	699.3545461
1297	699.3185393
1298	699.2948541
1299	699.2551402
1300	699.2044015
1301	699.1800604
1302	699.1242739
1303	699.0639643
1304	699.0181609
1305	698.9903716
1306	698.9533703
1307	698.9295201
1308	698.88659
1309	698.8677676
1310	698.8230866
1311	698.7791373
1312	698.7382125
1313	698.6911038
1314	698.6581377
1315	698.6131632
1316	698.586667
1317	698.5461959
1318	698.5072777
1319	698.4667388
1320	698.4227748
1321	698.3523599
1322	698.3003686
1323	698.2547657
1324	698.2100147
1325	698.1358484
1326	698.0835065
1327	698.051847
1328	698.0078288
1329	697.9667972
1330	697.913534
1331	697.8856535
1332	697.8654434
1333	697.8069745
1334	697.7679132
1335	697.731131
1336	697.6785721
1337	697.6412599
1338	697.5804175
1339	697.5186691
1340	697.4898844
1341	697.434662
1342	697.3811004
1343	697.3417731
1344	697.2933448
1345	697.2454829
1346	697.2131734
1347	697.1655595
1348	697.100674
1349	697.0571564
1350	697.0001587
1351	696.951298
1352	696.9174859
1353	696.8882777
1354	696.8454226
1355	696.8253039
1356	696.7743043
1357	696.7267015
1358	696.6765887
1359	696.623917
1360	696.5994384
1361	696.5731374
1362	696.5042354
1363	696.4574376
1364	696.4162042
1365	696.3864613
1366	696.3439366
1367	696.2999932
1368	696.2469178
1369	696.2288164
1370	696.1864391
1371	696.137789
1372	696.1003457
1373	696.0512085
1374	696.0205236
1375	695.9748384
1376	695.9443496
1377	695.9097136
1378	695.87172
1379	695.8370727
1380	695.7883348
1381	695.7534479
1382	695.7004022
1383	695.6655389
1384	695.6380379
1385	695.592908
1386	695.5502673
1387	695.5025126
1388	695.4753883
1389	695.4348505
1390	695.4142776
1391	695.3793131
1392	695.3460297
1393	695.3176478
1394	695.2705493
1395	695.2379304
1396	695.2093449
1397	695.162088
1398	695.1149229
1399	695.0725552
1400	695.0288661
1401	694.9741161
1402	694.9310864
1403	694.8951339
1404	694.8696731
1405	694.830315
1406	694.787579
1407	694.75203
1408	694.7214195
1409	694.6650367
1410	694.6229491
1411	694.5803852
1412	694.5489983
1413	694.5080637
1414	694.4603449
1415	694.4074371
1416	694.3789087
1417	694.3359822
1418	694.2957142
1419	694.2631766
1420	694.2215802
1421	694.1681314
1422	694.1314872
1423	694.0893686
1424	694.0493546
1425	694.0131274
1426	693.9806463
1427	693.9561714
1428	693.9322269
1429	693.8990812
1430	693.8595048
1431	693.8160797
1432	693.7907926
1433	693.7593129
1434	693.7132612
1435	693.6704757
1436	693.6262196
1437	693.5843666
1438	693.5408038
1439	693.4996443
1440	693.4708669
1441	693.4377076
1442	693.3983629
1443	693.3381026
1444	693.3049769
1445	693.2629119
1446	693.2211311
1447	693.1945368
1448	693.1370863
1449	693.1024048
1450	693.0617601
1451	693.0245358
1452	692.9632859
1453	692.9180293
1454	692.8644244
1455	692.8234211
1456	692.7839525
1457	692.7374861
1458	692.7108512
1459	692.6812571
1460	692.641307
1461	692.5885309
1462	692.5420664
1463	692.5059388
1464	692.4577578
1465	692.4345499
1466	692.3963017
1467	692.3601375
1468	692.3362612
1469	692.2753722
1470	692.243646
1471	692.2040817
1472	692.1629346
1473	692.1240243
1474	692.0849993
1475	692.0508633
1476	692.0213288
1477	691.9908978
1478	691.9491128
1479	691.9154342
1480	691.8805827
1481	691.8338239
1482	691.7952192
1483	691.7515409
1484	691.7061852
1485	691.6739515
1486	691.6426348
1487	691.5970758
1488	691.5544775
1489	691.5145734
1490	691.480052
1491	691.4451704
1492	691.4111205
1493	691.3965769
1494	691.3608175
1495	691.3299002
1496	691.2909194
1497	691.2487338
1498	691.2369961
1499	691.2056198
1500	691.1757902
1501	691.1291347
1502	691.0956422
1503	691.0735447
1504	691.0307832
1505	690.995442
1506	690.9452325
1507	690.9013055
1508	690.8737888
1509	690.836577
1510	690.7900815
1511	690.7715365
1512	690.7272032
1513	690.6876551
1514	690.6462248
1515	690.5950454
1516	690.5741741
1517	690.5146292
1518	690.4868982
1519	690.4373554
1520	690.400581
1521	690.343197
1522	690.3253808
1523	690.2901626
1524	690.2619307
1525	690.2327929
1526	690.20265
1527	690.1779804
1528	690.1400026
1529	690.0901808
1530	690.0437538
1531	689.9991483
1532	689.9590833
1533	689.9186489
1534	689.8940063
1535	689.857928
1536	689.8270789
1537	689.7946192
1538	689.7530154
1539	689.7019871
1540	689.6838608
1541	689.6659855
1542	689.6346352
1543	689.5772673
1544	689.5611761
1545	689.5373106
1546	689.4973528
1547	689.4482717
1548	689.4160485
1549	689.3763715
1550	689.3435281
1551	689.3046417
1552	689.2471512
1553	689.2009797
1554	689.164735
1555	689.1215229
1556	689.0880078
1557	689.0446374
1558	688.998015
1559	688.9557973
1560	688.9223677
1561	688.89605
1562	688.8788102
1563	688.8313504
1564	688.7834485
1565	688.7527466
1566	688.7251633
1567	688.6861305
1568	688.6418292
1569	688.6083579
1570	688.5713941
1571	688.5474722
1572	688.5063201
1573	688.4711198
1574	688.4333864
1575	688.3891382
1576	688.3438008
1577	688.2945665
1578	688.2622028
1579	688.2224562
1580	688.1833996
1581	688.1436607
1582	688.1073977
1583	688.0802907
1584	688.0502687
1585	688.0258376
1586	687.9897594
1587	687.9572247
1588	687.9282557
1589	687.8986607
1590	687.8747107
1591	687.8469598
1592	687.8307201
1593	687.8044771
1594	687.7936798
1595	687.754005
1596	687.7208481
1597	687.6800906
1598	687.6474094
1599	687.6164213
1600	687.5704715
1601	687.5336436
1602	687.4912817
1603	687.4492626
1604	687.4081864
1605	687.3882998
1606	687.3664304
1607	687.3342106
1608	687.3154436
1609	687.2824883
1610	687.2466485
1611	687.2247327
1612	687.1936443
1613	687.1510386
1614	687.1152215
1615	687.0663091
1616	687.0333325
1617	686.9978642
1618	686.962526
1619	686.9278767
1620	686.889221
1621	686.8504595
1622	686.8134341
1623	686.7877654
1624	686.7501005
1625	686.7077903
1626	686.6582352
1627	686.6205787
1628	686.5904705
1629	686.5462999
1630	686.5325963
1631	686.5026114
1632	686.44891
1633	686.3904854
1634	686.3658416
1635	686.3239968
1636	686.2902049
1637	686.2488021
1638	686.1988875
1639	686.1578321
1640	686.1137151
1641	686.07067
1642	686.0402728
1643	686.0020849
1644	685.9668161
1645	685.9122918
1646	685.8791898
1647	685.8561394
1648	685.8273537
1649	685.7926801
1650	685.7508315
1651	685.7088461
1652	685.6560595
1653	685.6085801
1654	685.5815268
1655	685.535955
1656	685.4914309
1657	685.46247
1658	685.4353851
1659	685.3860996
1660	685.3537299
1661	685.3117905
1662	685.2748233
1663	685.2293737
1664	685.1693923
1665	685.1452588
1666	685.1049432
1667	685.0602925
1668	685.0233713
1669	684.994856
1670	684.9583034
1671	684.9358959
1672	684.8990696
1673	684.8736739
1674	684.8254752
1675	684.789344
1676	684.7514557
1677	684.7118988
1678	684.6804487
1679	684.6506772
1680	684.6173226
